doi,cite_num_outgoing,cite_num_ingoing,oci_outgoing,oci_ingoing,status
10.5281/zenodo.5504259,0.0,0,[],[],ok
10.5281/zenodo.15358180,0.0,0,[],[],ok
10.5281/zenodo.15249055,0.0,0,[],[],ok
10.5281/zenodo.15411447,0.0,0,[],[],ok
10.5281/zenodo.15261097,0.0,0,[],[],ok
10.5281/zenodo.12626626,0.0,0,[],[],ok
10.5281/zenodo.13959965,0.0,0,[],[],ok
10.5281/zenodo.8123645,0.0,0,[],[],ok
10.5281/zenodo.6557966,0.0,0,[],[],ok
10.5281/zenodo.6557907,0.0,0,[],[],ok
10.5281/zenodo.7981132,0.0,0,[],[],ok
10.5281/zenodo.4288898,0.0,1,[],['06401062285-060409643'],ok
10.5281/zenodo.6557869,0.0,0,[],[],ok
10.5281/zenodo.4472831,0.0,0,[],[],ok
10.5281/zenodo.5467987,0.0,0,[],[],ok
10.5281/zenodo.11615930,0.0,0,[],[],ok
10.5281/zenodo.13921206,0.0,0,[],[],ok
10.5281/zenodo.8147223,0.0,0,[],[],ok
10.5281/zenodo.14725778,0.0,0,[],[],ok
10.5281/zenodo.10529068,0.0,0,[],[],ok
10.5281/zenodo.4688017,0.0,0,[],[],ok
10.5281/zenodo.6472471,0.0,0,[],[],ok
10.5281/zenodo.15254135,0.0,0,[],[],ok
10.5281/zenodo.10200172,0.0,0,[],[],ok
10.5281/zenodo.7760961,0.0,0,[],[],ok
10.5281/zenodo.13134390,0.0,0,[],[],ok
10.5281/zenodo.11073197,0.0,0,[],[],ok
10.5281/zenodo.7987174,0.0,0,[],[],ok
10.5281/zenodo.8147441,0.0,0,[],[],ok
10.5281/zenodo.15430050,0.0,0,[],[],ok
10.5281/zenodo.14988991,0.0,0,[],[],ok
10.5281/zenodo.6259291,0.0,0,[],[],ok
10.5281/zenodo.13983366,0.0,0,[],[],ok
10.5281/zenodo.7546592,0.0,0,[],[],ok
10.5281/zenodo.10797206,0.0,0,[],[],ok
10.5281/zenodo.7773512,0.0,0,[],[],ok
10.5281/zenodo.4568197,0.0,0,[],[],ok
10.5281/zenodo.5506706,0.0,0,[],[],ok
10.5281/zenodo.4701062,0.0,1,[],['06301728028-061803582077'],ok
10.5281/zenodo.4390515,0.0,0,[],[],ok
10.5281/zenodo.4501063,0.0,0,[],[],ok
10.5281/zenodo.5506710,0.0,1,[],['06703848358-062604046181'],ok
10.5281/zenodo.8109119,0.0,0,[],[],ok
10.5281/zenodo.10656779,0.0,0,[],[],ok
10.5281/zenodo.4300328,0.0,0,[],[],ok
10.5281/zenodo.11811677,0.0,0,[],[],ok
10.5281/zenodo.7831045,0.0,0,[],[],ok
10.5281/zenodo.5713719,0.0,0,[],[],ok
10.5281/zenodo.7320273,0.0,0,[],[],ok
10.5281/zenodo.10058004,0.0,0,[],[],ok
10.5281/zenodo.13894292,0.0,0,[],[],ok
10.5281/zenodo.7712978,0.0,0,[],[],ok
10.5281/zenodo.7830965,0.0,0,[],[],ok
10.5281/zenodo.7513988,0.0,0,[],[],ok
10.5281/zenodo.11130546,0.0,0,[],[],ok
10.5281/zenodo.4550927,0.0,1,[],['0670907629-06903609626'],ok
10.5281/zenodo.7830961,0.0,0,[],[],ok
10.5281/zenodo.11244145,0.0,0,[],[],ok
10.5281/zenodo.10351834,0.0,0,[],[],ok
10.5281/zenodo.7830969,0.0,0,[],[],ok
10.5281/zenodo.7830963,0.0,0,[],[],ok
10.5281/zenodo.7301986,0.0,0,[],[],ok
10.5281/zenodo.7741808,0.0,0,[],[],ok
10.5281/zenodo.7249051,0.0,0,[],[],ok
10.5281/zenodo.10800821,0.0,0,[],[],ok
10.5281/zenodo.7190005,0.0,0,[],[],ok
10.3897/italianbotanist.19.132549.suppl1,0.0,0,[],[],ok
10.3897/italianbotanist.19.132549.figure2,0.0,0,[],[],ok
10.5281/zenodo.10788479,0.0,0,[],[],ok
10.5281/zenodo.10845961,0.0,0,[],[],ok
10.5281/zenodo.15194632,0.0,0,[],[],ok
10.5281/zenodo.15097570,0.0,0,[],[],ok
10.5281/zenodo.7540382,0.0,0,[],[],ok
10.5281/zenodo.8146536,0.0,0,[],[],ok
10.3897/italianbotanist.19.132549.figure1,0.0,0,[],[],ok
10.3897/italianbotanist.19.132549.figure3,0.0,0,[],[],ok
10.5281/zenodo.8089612,0.0,0,[],[],ok
10.5281/zenodo.10071253,0.0,0,[],[],ok
10.5281/zenodo.4574016,0.0,0,[],[],ok
10.5281/zenodo.3479808,0.0,0,[],[],ok
10.5281/zenodo.10178129,0.0,0,[],[],ok
10.5281/zenodo.13693097,0.0,0,[],[],ok
10.5281/zenodo.14720332,0.0,0,[],[],ok
10.5281/zenodo.15262892,0.0,0,[],[],ok
10.5281/zenodo.10599617,0.0,0,[],[],ok
10.5281/zenodo.11203584,0.0,0,[],[],ok
10.5281/zenodo.4550723,0.0,0,[],[],ok
10.5281/zenodo.8381465,0.0,1,[],['06304637441-061904202731'],ok
10.5281/zenodo.15151972,0.0,0,[],[],ok
10.5281/zenodo.14878633,0.0,0,[],[],ok
10.5281/zenodo.11035561,0.0,0,[],[],ok
10.5281/zenodo.3371133,0.0,0,[],[],ok
10.5281/zenodo.3461559,0.0,0,[],[],ok
10.5281/zenodo.7462083,0.0,0,[],[],ok
10.6092/unibo/amsacta/7710,0.0,0,[],[],ok
10.5281/zenodo.14194204,0.0,0,[],[],ok
10.5281/zenodo.14186383,0.0,0,[],[],ok
10.5281/zenodo.6127501,0.0,0,[],[],ok
10.5281/zenodo.4604821,0.0,0,[],[],ok
10.5281/zenodo.7182819,0.0,0,[],[],ok
10.6092/unibo/amsacta/7126,0.0,0,[],[],ok
10.5281/zenodo.14832663,0.0,0,[],[],ok
10.5281/zenodo.7016805,0.0,0,[],[],ok
10.5281/zenodo.6949645,0.0,1,[],['06350139307-06104414894'],ok
10.5281/zenodo.5084663,0.0,0,[],[],ok
10.5281/zenodo.8073672,0.0,0,[],[],ok
10.5281/zenodo.14870841,0.0,0,[],[],ok
10.5281/zenodo.14832619,0.0,0,[],[],ok
10.5281/zenodo.15125733,0.0,0,[],[],ok
10.5281/zenodo.15196194,0.0,0,[],[],ok
10.5281/zenodo.13627910,0.0,0,[],[],ok
10.5281/zenodo.8388020,0.0,0,[],[],ok
10.5281/zenodo.7990370,0.0,0,[],[],ok
10.3897/mycokeys.103.115462.figure1,0.0,0,[],[],ok
10.3897/mycokeys.103.115462.figure2,0.0,0,[],[],ok
10.3897/mycokeys.103.115462.figure3,0.0,0,[],[],ok
10.3897/mycokeys.103.115462.figure5,0.0,0,[],[],ok
10.5281/zenodo.4550922,0.0,0,[],[],ok
10.5281/zenodo.5126583,0.0,0,[],[],ok
10.3897/mycokeys.103.115462.figure4,0.0,0,[],[],ok
10.3897/mycokeys.103.115462.suppl1,0.0,0,[],[],ok
10.3897/mycokeys.94.95858.suppl1,0.0,0,[],[],ok
10.5281/zenodo.3839984,0.0,0,[],[],ok
10.5281/zenodo.5776839,0.0,0,[],[],ok
10.5281/zenodo.4419941,0.0,0,[],[],ok
10.5281/zenodo.13865852,0.0,0,[],[],ok
10.5281/zenodo.6501700,0.0,0,[],[],ok
10.5281/zenodo.14260103,0.0,0,[],[],ok
10.5281/zenodo.5184721,1.0,0,['060563980-06504025272'],[],ok
10.5281/zenodo.5592157,0.0,0,[],[],ok
10.5281/zenodo.5592470,0.0,0,[],[],ok
10.5281/zenodo.5651219,0.0,0,[],[],ok
10.5281/zenodo.14720243,0.0,0,[],[],ok
10.5281/zenodo.5707527,0.0,0,[],[],ok
10.5281/zenodo.5213156,0.0,0,[],[],ok
10.5281/zenodo.5524746,0.0,0,[],[],ok
10.5281/zenodo.5596595,0.0,0,[],[],ok
10.5281/zenodo.14260188,0.0,0,[],[],ok
10.5281/zenodo.5596748,0.0,0,[],[],ok
10.5281/zenodo.5144961,0.0,0,[],[],ok
10.5281/zenodo.4779123,0.0,3,[],"['060515523-06504025272', '060563980-06504025272', '060515522-06504025272']",ok
10.5281/zenodo.10894242,0.0,0,[],[],ok
10.5281/zenodo.8293016,0.0,0,[],[],ok
10.5281/zenodo.8293006,0.0,0,[],[],ok
10.5281/zenodo.8293000,0.0,0,[],[],ok
10.5281/zenodo.13288056,0.0,0,[],[],ok
10.5281/zenodo.8293004,0.0,0,[],[],ok
10.5281/zenodo.8302628,0.0,0,[],[],ok
10.5281/zenodo.8293008,0.0,0,[],[],ok
10.5281/zenodo.8293012,0.0,0,[],[],ok
10.5281/zenodo.8293020,0.0,0,[],[],ok
10.5281/zenodo.8293018,0.0,0,[],[],ok
10.5281/zenodo.8293022,0.0,0,[],[],ok
10.5281/zenodo.8293002,0.0,0,[],[],ok
10.5281/zenodo.8293010,0.0,0,[],[],ok
10.5281/zenodo.8293014,0.0,0,[],[],ok
10.5281/zenodo.14720254,0.0,0,[],[],ok
10.5281/zenodo.12927480,0.0,0,[],[],ok
10.5281/zenodo.10231012,0.0,0,[],[],ok
10.5281/zenodo.10894153,0.0,0,[],[],ok
10.5281/zenodo.14728043,0.0,0,[],[],ok
10.5281/zenodo.13288058,0.0,0,[],[],ok
10.5281/zenodo.13288060,0.0,0,[],[],ok
10.5281/zenodo.14728026,0.0,0,[],[],ok
10.5281/zenodo.6961294,0.0,0,[],[],ok
10.5281/zenodo.10907219,0.0,0,[],[],ok
10.5281/zenodo.10573892,0.0,0,[],[],ok
10.5281/zenodo.3565699,0.0,0,[],[],ok
10.5281/zenodo.15100077,0.0,0,[],[],ok
10.5281/zenodo.13289338,0.0,0,[],[],ok
10.5281/zenodo.7101523,0.0,0,[],[],ok
10.5281/zenodo.4005595,0.0,0,[],[],ok
10.5281/zenodo.15287770,0.0,0,[],[],ok
10.5281/zenodo.13289336,0.0,0,[],[],ok
10.5281/zenodo.8098993,0.0,0,[],[],ok
10.5281/zenodo.4117521,0.0,0,[],[],ok
10.5281/zenodo.3344507,0.0,0,[],[],ok
10.5281/zenodo.14500990,0.0,0,[],[],ok
10.5281/zenodo.7018215,0.0,0,[],[],ok
10.5281/zenodo.11389243,0.0,0,[],[],ok
10.5281/zenodo.14253824,0.0,0,[],[],ok
10.5281/zenodo.4022318,0.0,0,[],[],ok
10.5281/zenodo.5734013,0.0,0,[],[],ok
10.5281/zenodo.7097913,0.0,0,[],[],ok
10.5281/zenodo.3258328,0.0,1,[],['062401266409-062103554299'],ok
10.5281/zenodo.5734122,0.0,0,[],[],ok
10.5281/zenodo.14098876,0.0,0,[],[],ok
10.5281/zenodo.3601172,0.0,0,[],[],ok
10.5281/zenodo.14709929,0.0,0,[],[],ok
10.5281/zenodo.8305556,0.0,1,[],['061804229306-06320368480'],ok
10.5281/zenodo.10900242,0.0,0,[],[],ok
10.5281/zenodo.14199162,0.0,0,[],[],ok
10.5281/zenodo.14710792,0.0,0,[],[],ok
10.5281/zenodo.11307522,0.0,0,[],[],ok
10.5281/zenodo.14732831,0.0,0,[],[],ok
10.5281/zenodo.14727252,0.0,0,[],[],ok
10.5281/zenodo.14711322,0.0,0,[],[],ok
10.5281/zenodo.11171863,0.0,0,[],[],ok
10.5281/zenodo.6453048,0.0,0,[],[],ok
10.5281/zenodo.14705879,0.0,0,[],[],ok
10.3897/zse.90.8231.figure2,0.0,0,[],[],ok
10.3897/zse.90.8231.figure1,0.0,0,[],[],ok
10.5281/zenodo.14727205,0.0,0,[],[],ok
10.3897/zse.90.8231.figure3,0.0,0,[],[],ok
10.5281/zenodo.14824616,0.0,0,[],[],ok
10.5281/zenodo.15390947,0.0,0,[],[],ok
10.5281/zenodo.7101770,0.0,0,[],[],ok
10.5281/zenodo.4632150,0.0,0,[],[],ok
10.5281/zenodo.15081713,0.0,0,[],[],ok
10.5281/zenodo.14075351,0.0,0,[],[],ok
10.5281/zenodo.821356,0.0,0,[],[],ok
10.5281/zenodo.801435,0.0,0,[],[],ok
10.5281/zenodo.4743072,0.0,0,[],[],ok
10.5281/zenodo.4632148,0.0,0,[],[],ok
10.5281/zenodo.4751160,0.0,0,[],[],ok
10.5281/zenodo.4632146,0.0,0,[],[],ok
10.5281/zenodo.4632153,0.0,0,[],[],ok
10.5281/zenodo.14059658,0.0,0,[],[],ok
10.5281/zenodo.12679614,0.0,0,[],[],ok
10.5281/zenodo.15253945,0.0,0,[],[],ok
10.5281/zenodo.4740608,0.0,0,[],[],ok
10.5281/zenodo.10529709,0.0,0,[],[],ok
10.5281/zenodo.4738941,0.0,0,[],[],ok
10.5281/zenodo.15422719,0.0,0,[],[],ok
10.5281/zenodo.10417718,0.0,0,[],[],ok
10.5281/zenodo.15211624,0.0,0,[],[],ok
10.5281/zenodo.15009197,0.0,0,[],[],ok
10.5281/zenodo.10894138,0.0,0,[],[],ok
10.5281/zenodo.4739082,0.0,0,[],[],ok
10.5281/zenodo.15252746,0.0,0,[],[],ok
10.5281/zenodo.13627555,0.0,0,[],[],ok
10.5281/zenodo.14745195,0.0,0,[],[],ok
10.5281/zenodo.14192758,0.0,0,[],[],ok
10.5281/zenodo.14725581,0.0,0,[],[],ok
10.1016/j.cam.2017.08.011,15.0,11,"['06150219817-06701782126', '06150219817-06401500656', '06150219817-061203480070', '06150219817-061401599219', '06150219817-06903086018', '06150219817-061402364027', '06150219817-06503492217', '06150219817-06190785880', '06150219817-06601493244', '06150219817-062501837084', '06150219817-062102137139', '06150219817-06602525849', '06150219817-062303226259', '06150219817-062201567113', '06150219817-06602526002']","['062503853294-06150219817', '061802404090-06150219817', '06150219446-06150219817', '0660677950-06150219817', '06501566412-06150219817', '061802403950-06150219817', '061101649093-06150219817', '06390187154-06150219817', '062104387782-06150219817', '06902175563-06150219817', '062204274788-06150219817']",ok
10.5281/zenodo.7041697,,0,,[],failed_outgoing
10.5281/zenodo.7856984,0.0,0,[],[],ok
10.5281/zenodo.8380239,0.0,0,[],[],ok
10.5281/zenodo.10727879,0.0,0,[],[],ok
10.5281/zenodo.10019130,0.0,0,[],[],ok
10.5281/zenodo.7135146,0.0,0,[],[],ok
10.5281/zenodo.15298283,0.0,0,[],[],ok
10.5281/zenodo.10894051,0.0,0,[],[],ok
10.5281/zenodo.10016425,0.0,0,[],[],ok
10.5281/zenodo.12948919,0.0,0,[],[],ok
10.5281/zenodo.7022945,0.0,0,[],[],ok
10.5281/zenodo.13292819,0.0,0,[],[],ok
10.5281/zenodo.10400657,0.0,0,[],[],ok
10.5281/zenodo.7540522,0.0,0,[],[],ok
10.5281/zenodo.6718416,0.0,0,[],[],ok
10.5281/zenodo.6718393,0.0,0,[],[],ok
10.5281/zenodo.10018917,0.0,0,[],[],ok
10.5281/zenodo.10786630,0.0,0,[],[],ok
10.5281/zenodo.10894029,0.0,0,[],[],ok
10.5281/zenodo.14015102,0.0,0,[],[],ok
10.5281/zenodo.8305684,0.0,0,[],[],ok
10.5281/zenodo.12188658,0.0,0,[],[],ok
10.5281/zenodo.10888767,0.0,0,[],[],ok
10.5281/zenodo.12809763,0.0,0,[],[],ok
10.5281/zenodo.12685633,0.0,0,[],[],ok
10.5281/zenodo.15349118,0.0,0,[],[],ok
10.5281/zenodo.15349842,0.0,0,[],[],ok
10.5281/zenodo.14260041,0.0,0,[],[],ok
10.5281/zenodo.14982961,0.0,0,[],[],ok
10.5281/zenodo.4639821,0.0,0,[],[],ok
10.5281/zenodo.4693466,0.0,0,[],[],ok
10.5281/zenodo.3371174,0.0,0,[],[],ok
10.5281/zenodo.7477236,0.0,0,[],[],ok
10.5281/zenodo.5090531,0.0,0,[],[],ok
10.5281/zenodo.15186633,0.0,0,[],[],ok
10.5281/zenodo.8220999,0.0,0,[],[],ok
10.5281/zenodo.7115824,0.0,1,[],['061403515113-06604368964'],ok
10.5281/zenodo.3829167,0.0,0,[],[],ok
10.5281/zenodo.4646778,0.0,0,[],[],ok
10.5281/zenodo.1001805,0.0,1,[],['062302613615-062303583915'],ok
10.5281/zenodo.6347551,0.0,0,[],[],ok
10.5281/zenodo.3344898,0.0,0,[],[],ok
10.5281/zenodo.14697385,0.0,0,[],[],ok
10.5281/zenodo.3570700,0.0,0,[],[],ok
10.1007/s11075-022-01409-5,56.0,4,"['062503510019-06220639074', '062503510019-06220638999', '062503510019-061503025362', '062503510019-062201655878', '062503510019-06402535969', '062503510019-06402535973', '062503510019-061401614326', '062503510019-062501836866', '062503510019-0680659146', '062503510019-06903086018', '062503510019-061401613793', '062503510019-06402535882', '062503510019-06402535888', '062503510019-06602526070', '062503510019-061501844242', '062503510019-061203480070', '062503510019-06401500656', '062503510019-0614052388', '062503510019-0650398128', '062503510019-062201907299', '062503510019-061502460869', '062503510019-062301770692', '062503510019-06602526002', '062503510019-06502528872', '062503510019-06701781903', '062503510019-0611067295', '062503510019-061401665652', '062503510019-062102137139', '062503510019-06170646087', '062503510019-061802403950', '062503510019-06701782126', '062503510019-06603481088', '062503510019-061801572398', '062503510019-062102137663', '062503510019-06190225660', '062503510019-0680659284', '062503510019-06604425791', '062503510019-061802403970', '062503510019-061803117062', '062503510019-061101582190', '062503510019-061702584905', '062503510019-061503025681', '062503510019-06901806695', '062503510019-06901806696', '062503510019-06604425792', '062503510019-06502528680', '062503510019-062202128521', '062503510019-06220639531', '062503510019-0650398564', '062503510019-061101479184', '062503510019-061101581687', '062503510019-0626075403', '062503510019-061902414881', '062503510019-06403486511', '062503510019-06220639345', '062503510019-061101773725']","['06290552671-062503510019', '061304170859-062503510019', '06304820027-062503510019', '06370179844-062503510019']",ok
10.5281/zenodo.8144515,0.0,0,[],[],ok
10.5281/zenodo.12180834,0.0,0,[],[],ok
10.5281/zenodo.4280681,0.0,0,[],[],ok
10.5281/zenodo.10894229,0.0,0,[],[],ok
10.5281/zenodo.13772119,0.0,0,[],[],ok
10.5281/zenodo.12179398,0.0,0,[],[],ok
10.5281/zenodo.14530561,0.0,0,[],[],ok
10.5281/zenodo.14530565,0.0,0,[],[],ok
10.5281/zenodo.14530551,0.0,0,[],[],ok
10.5281/zenodo.7318547,0.0,0,[],[],ok
10.5281/zenodo.14530543,0.0,0,[],[],ok
10.5281/zenodo.14530567,0.0,0,[],[],ok
10.5281/zenodo.14530571,0.0,0,[],[],ok
10.5281/zenodo.7318549,0.0,0,[],[],ok
10.5281/zenodo.14530537,0.0,0,[],[],ok
10.5281/zenodo.7318553,0.0,0,[],[],ok
10.5281/zenodo.7318545,0.0,0,[],[],ok
10.5281/zenodo.14530575,0.0,0,[],[],ok
10.5281/zenodo.10497349,0.0,0,[],[],ok
10.5281/zenodo.6373846,0.0,0,[],[],ok
10.5281/zenodo.13740681,0.0,0,[],[],ok
10.5281/zenodo.14726787,0.0,0,[],[],ok
10.5281/zenodo.14530531,0.0,0,[],[],ok
10.5281/zenodo.14530555,0.0,0,[],[],ok
10.5281/zenodo.14530529,0.0,0,[],[],ok
10.5281/zenodo.7318551,0.0,0,[],[],ok
10.5281/zenodo.14530581,0.0,0,[],[],ok
10.5281/zenodo.6477598,0.0,0,[],[],ok
10.5281/zenodo.3898582,0.0,1,[],['061501149694-060398591'],ok
10.5281/zenodo.10887785,0.0,0,[],[],ok
10.5281/zenodo.14530549,0.0,0,[],[],ok
10.5281/zenodo.14530573,0.0,0,[],[],ok
10.5281/zenodo.7318540,0.0,0,[],[],ok
10.5281/zenodo.14530539,0.0,0,[],[],ok
10.5281/zenodo.14530523,0.0,0,[],[],ok
10.5281/zenodo.14530525,0.0,0,[],[],ok
10.5281/zenodo.14530579,0.0,0,[],[],ok
10.5281/zenodo.14530559,0.0,0,[],[],ok
10.5281/zenodo.5710891,0.0,0,[],[],ok
10.5281/zenodo.8215041,0.0,0,[],[],ok
10.5281/zenodo.10361692,0.0,0,[],[],ok
10.5281/zenodo.14697175,0.0,0,[],[],ok
10.5281/zenodo.10668360,0.0,0,[],[],ok
10.5281/zenodo.15134511,0.0,0,[],[],ok
10.5281/zenodo.3600250,0.0,0,[],[],ok
10.5281/zenodo.7728896,0.0,1,[],['06704597046-061304103269'],ok
10.5281/zenodo.6797274,0.0,0,[],[],ok
10.5281/zenodo.14955816,0.0,0,[],[],ok
10.5281/zenodo.6718234,0.0,0,[],[],ok
10.5281/zenodo.8131246,0.0,0,[],[],ok
10.5281/zenodo.7508679,0.0,0,[],[],ok
10.5281/zenodo.14251585,0.0,0,[],[],ok
10.5281/zenodo.15137744,0.0,0,[],[],ok
10.5281/zenodo.15137746,0.0,0,[],[],ok
10.5281/zenodo.15137756,0.0,0,[],[],ok
10.5281/zenodo.15137754,0.0,0,[],[],ok
10.5281/zenodo.10668362,0.0,0,[],[],ok
10.5281/zenodo.10894067,0.0,0,[],[],ok
10.5281/zenodo.10668364,0.0,0,[],[],ok
10.5281/zenodo.15134513,0.0,0,[],[],ok
10.5281/zenodo.15137752,0.0,0,[],[],ok
10.5281/zenodo.15137748,0.0,0,[],[],ok
10.5281/zenodo.5693351,0.0,2,[],"['061702604802-061203577882', '06190184947-061203577882']",ok
10.5281/zenodo.15137740,0.0,0,[],[],ok
10.5281/zenodo.15137750,0.0,0,[],[],ok
10.5281/zenodo.15137742,0.0,0,[],[],ok
10.5281/zenodo.11206390,0.0,0,[],[],ok
10.5281/zenodo.5171838,0.0,0,[],[],ok
10.5281/zenodo.4071288,0.0,0,[],[],ok
10.5281/zenodo.14697189,0.0,0,[],[],ok
10.5281/zenodo.14748925,0.0,0,[],[],ok
10.5281/zenodo.10911630,0.0,0,[],[],ok
10.5281/zenodo.3252320,0.0,0,[],[],ok
10.5281/zenodo.7118778,0.0,0,[],[],ok
10.5281/zenodo.11619126,0.0,0,[],[],ok
10.5281/zenodo.7147039,0.0,0,[],[],ok
10.5281/zenodo.7489224,0.0,0,[],[],ok
10.5281/zenodo.7977471,0.0,0,[],[],ok
10.5281/zenodo.1324955,0.0,0,[],[],ok
10.5281/zenodo.3271522,0.0,0,[],[],ok
10.5281/zenodo.5920887,0.0,0,[],[],ok
10.5281/zenodo.7134763,0.0,0,[],[],ok
10.5281/zenodo.7898350,0.0,0,[],[],ok
10.5281/zenodo.3952415,0.0,0,[],[],ok
10.5281/zenodo.5519087,0.0,0,[],[],ok
10.5281/zenodo.10527437,0.0,0,[],[],ok
10.5281/zenodo.14044561,0.0,0,[],[],ok
10.5281/zenodo.7124253,0.0,0,[],[],ok
10.5281/zenodo.7488357,0.0,0,[],[],ok
10.5281/zenodo.4629834,0.0,0,[],[],ok
10.5281/zenodo.10695781,0.0,0,[],[],ok
10.3897/italianbotanist.15.105794.suppl1,0.0,0,[],[],ok
10.5281/zenodo.6951440,0.0,0,[],[],ok
10.5281/zenodo.5336400,0.0,0,[],[],ok
10.5281/zenodo.53969,0.0,0,[],[],ok
10.5281/zenodo.7948745,0.0,0,[],[],ok
10.5281/zenodo.7824963,0.0,1,[],['06330377348-06320353797'],ok
10.5281/zenodo.7118710,0.0,0,[],[],ok
10.5281/zenodo.3741440,0.0,0,[],[],ok
10.5281/zenodo.5141542,0.0,0,[],[],ok
10.5281/zenodo.14038968,0.0,0,[],[],ok
10.5281/zenodo.13331985,0.0,0,[],[],ok
10.5281/zenodo.7657435,0.0,0,[],[],ok
10.5281/zenodo.4271937,0.0,0,[],[],ok
10.5281/zenodo.14761497,0.0,0,[],[],ok
10.5281/zenodo.4570264,0.0,0,[],[],ok
10.5281/zenodo.7455433,0.0,0,[],[],ok
10.5281/zenodo.15037890,0.0,0,[],[],ok
10.5281/zenodo.11526086,0.0,0,[],[],ok
10.5281/zenodo.7547047,0.0,0,[],[],ok
10.5281/zenodo.53967,0.0,0,[],[],ok
10.5281/zenodo.4573252,0.0,0,[],[],ok
10.5281/zenodo.7116793,0.0,0,[],[],ok
10.5281/zenodo.10231205,0.0,0,[],[],ok
10.5281/zenodo.14655315,0.0,0,[],[],ok
10.5281/zenodo.7712909,0.0,0,[],[],ok
10.5281/zenodo.7736380,0.0,0,[],[],ok
10.5281/zenodo.7526266,0.0,0,[],[],ok
10.5281/zenodo.7534464,0.0,0,[],[],ok
10.5281/zenodo.8121154,0.0,0,[],[],ok
10.5281/zenodo.7476180,0.0,0,[],[],ok
10.5281/zenodo.10891651,0.0,0,[],[],ok
10.5281/zenodo.7116561,0.0,0,[],[],ok
10.5281/zenodo.7554296,0.0,0,[],[],ok
10.5281/zenodo.5825282,0.0,0,[],[],ok
10.5281/zenodo.7561693,0.0,0,[],[],ok
10.5281/zenodo.7621095,0.0,0,[],[],ok
10.5281/zenodo.53968,0.0,0,[],[],ok
10.5281/zenodo.8319094,0.0,0,[],[],ok
10.5281/zenodo.5825334,0.0,0,[],[],ok
10.5281/zenodo.830012,0.0,0,[],[],ok
10.5281/zenodo.8302240,0.0,0,[],[],ok
10.5281/zenodo.5342078,0.0,0,[],[],ok
10.5281/zenodo.8348402,0.0,0,[],[],ok
10.5281/zenodo.15424619,0.0,0,[],[],ok
10.5281/zenodo.10033222,0.0,0,[],[],ok
10.5061/dryad.26qn0,1.0,0,['060267605-06170959375'],[],ok
10.5061/dryad.ng730,1.0,4,['060293959-061701527738'],"['0610569793-060293959', '06801180197-060293959', '061701527738-060293959', '0690245825-060293959']",ok
10.6092/unibo/amsacta/6317,0.0,0,[],[],ok
10.5281/zenodo.12903866,0.0,0,[],[],ok
10.5281/zenodo.4284011,0.0,0,[],[],ok
10.5281/zenodo.11070319,0.0,0,[],[],ok
10.5281/zenodo.14066174,0.0,0,[],[],ok
10.6092/unibo/amsacta/6281,0.0,0,[],[],ok
10.5281/zenodo.5030929,0.0,0,[],[],ok
10.5281/zenodo.14780842,0.0,0,[],[],ok
10.5281/zenodo.6901261,0.0,0,[],[],ok
10.5281/zenodo.8352979,0.0,0,[],[],ok
10.5281/zenodo.5030879,0.0,0,[],[],ok
10.5281/zenodo.48113,0.0,0,[],[],ok
10.5281/zenodo.4554683,0.0,0,[],[],ok
10.5281/zenodo.8192699,0.0,0,[],[],ok
10.5281/zenodo.14726931,0.0,0,[],[],ok
10.5281/zenodo.6573898,0.0,0,[],[],ok
10.5281/zenodo.14710644,0.0,0,[],[],ok
10.5281/zenodo.10500781,0.0,0,[],[],ok
10.5281/zenodo.14809078,0.0,0,[],[],ok
10.5281/zenodo.14724981,0.0,0,[],[],ok
10.5281/zenodo.10500643,0.0,0,[],[],ok
10.17504/protocols.io.n92ldpeenl5b/v5,0.0,0,[],[],ok
10.5281/zenodo.10647239,0.0,0,[],[],ok
10.5281/zenodo.3702320,0.0,1,[],['06503931352-0635078011'],ok
10.5281/zenodo.12800039,0.0,0,[],[],ok
10.5281/zenodo.12800559,0.0,0,[],[],ok
10.5281/zenodo.12800632,0.0,0,[],[],ok
10.5281/zenodo.10103009,0.0,0,[],[],ok
10.5281/zenodo.7974816,0.0,0,[],[],ok
10.5281/zenodo.7973159,0.0,0,[],[],ok
10.5281/zenodo.10127767,0.0,0,[],[],ok
10.5281/zenodo.7978742,0.0,0,[],[],ok
10.5281/zenodo.6675496,0.0,0,[],[],ok
10.5281/zenodo.6107396,0.0,0,[],[],ok
10.5281/zenodo.10935670,0.0,0,[],[],ok
10.5281/zenodo.11307968,0.0,0,[],[],ok
10.5281/zenodo.14724827,0.0,0,[],[],ok
10.5281/zenodo.7327511,0.0,0,[],[],ok
10.5281/zenodo.14726809,0.0,0,[],[],ok
10.5281/zenodo.10868281,0.0,0,[],[],ok
10.5281/zenodo.11307883,0.0,0,[],[],ok
10.5281/zenodo.7249343,0.0,0,[],[],ok
10.5281/zenodo.4716057,0.0,0,[],[],ok
10.17504/protocols.io.n92ldpeenl5b/v2,0.0,0,[],[],ok
10.5281/zenodo.1317990,0.0,0,[],[],ok
10.5281/zenodo.14234555,0.0,0,[],[],ok
10.5281/zenodo.14280732,0.0,0,[],[],ok
